O*NET-SOC Code	Element ID	Element Name	Scale ID	Data Value	Date	Domain Source
47-4041.00	1.B.1.a	Realistic	OI	7.00	11/2023	Machine Learning
47-4041.00	1.B.1.b	Investigative	OI	2.60	11/2023	Machine Learning
47-4041.00	1.B.1.c	Artistic	OI	1.00	11/2023	Machine Learning
47-4041.00	1.B.1.d	Social	OI	1.45	11/2023	Machine Learning
47-4041.00	1.B.1.e	Enterprising	OI	1.18	11/2023	Machine Learning
47-4041.00	1.B.1.f	Conventional	OI	4.28	11/2023	Machine Learning
47-4041.00	1.B.1.g	First Interest High-Point	IH	1.00	11/2023	Machine Learning
47-4041.00	1.B.1.h	Second Interest High-Point	IH	6.00	11/2023	Machine Learning
47-4041.00	1.B.1.i	Third Interest High-Point	IH	0.00	11/2023	Machine Learning
47-4051.00	1.B.1.a	Realistic	OI	7.00	11/2023	Machine Learning
47-4051.00	1.B.1.b	Investigative	OI	1.72	11/2023	Machine Learning
47-4051.00	1.B.1.c	Artistic	OI	1.12	11/2023	Machine Learning
47-4051.00	1.B.1.d	Social	OI	1.74	11/2023	Machine Learning
47-4051.00	1.B.1.e	Enterprising	OI	1.49	11/2023	Machine Learning
47-4051.00	1.B.1.f	Conventional	OI	3.55	11/2023	Machine Learning
47-4051.00	1.B.1.g	First Interest High-Point	IH	1.00	11/2023	Machine Learning
47-4051.00	1.B.1.h	Second Interest High-Point	IH	6.00	11/2023	Machine Learning
47-4051.00	1.B.1.i	Third Interest High-Point	IH	0.00	11/2023	Machine Learning
47-4061.00	1.B.1.a	Realistic	OI	7.00	11/2023	Machine Learning
47-4061.00	1.B.1.b	Investigative	OI	1.70	11/2023	Machine Learning
47-4061.00	1.B.1.c	Artistic	OI	1.00	11/2023	Machine Learning
47-4061.00	1.B.1.d	Social	OI	1.00	11/2023	Machine Learning
47-4061.00	1.B.1.e	Enterprising	OI	1.00	11/2023	Machine Learning
47-4061.00	1.B.1.f	Conventional	OI	4.11	11/2023	Machine Learning
47-4061.00	1.B.1.g	First Interest High-Point	IH	1.00	11/2023	Machine Learning
47-4061.00	1.B.1.h	Second Interest High-Point	IH	6.00	11/2023	Machine Learning
47-4061.00	1.B.1.i	Third Interest High-Point	IH	0.00	11/2023	Machine Learning
47-4071.00	1.B.1.a	Realistic	OI	7.00	11/2023	Machine Learning
47-4071.00	1.B.1.b	Investigative	OI	2.11	11/2023	Machine Learning
47-4071.00	1.B.1.c	Artistic	OI	1.00	11/2023	Machine Learning
47-4071.00	1.B.1.d	Social	OI	1.48	11/2023	Machine Learning
47-4071.00	1.B.1.e	Enterprising	OI	1.22	11/2023	Machine Learning
47-4071.00	1.B.1.f	Conventional	OI	4.28	11/2023	Machine Learning
47-4071.00	1.B.1.g	First Interest High-Point	IH	1.00	11/2023	Machine Learning
47-4071.00	1.B.1.h	Second Interest High-Point	IH	6.00	11/2023	Machine Learning
47-4071.00	1.B.1.i	Third Interest High-Point	IH	0.00	11/2023	Machine Learning
47-4091.00	1.B.1.a	Realistic	OI	6.71	11/2023	Machine Learning
47-4091.00	1.B.1.b	Investigative	OI	1.60	11/2023	Machine Learning
47-4091.00	1.B.1.c	Artistic	OI	1.96	11/2023	Machine Learning
47-4091.00	1.B.1.d	Social	OI	1.36	11/2023	Machine Learning
47-4091.00	1.B.1.e	Enterprising	OI	1.30	11/2023	Machine Learning
47-4091.00	1.B.1.f	Conventional	OI	3.42	11/2023	Machine Learning
47-4091.00	1.B.1.g	First Interest High-Point	IH	1.00	11/2023	Machine Learning
47-4091.00	1.B.1.h	Second Interest High-Point	IH	6.00	11/2023	Machine Learning
47-4091.00	1.B.1.i	Third Interest High-Point	IH	0.00	11/2023	Machine Learning
47-4099.03	1.B.1.a	Realistic	OI	6.01	11/2023	Machine Learning
47-4099.03	1.B.1.b	Investigative	OI	3.22	11/2023	Machine Learning
47-4099.03	1.B.1.c	Artistic	OI	1.50	11/2023	Machine Learning
47-4099.03	1.B.1.d	Social	OI	2.31	11/2023	Machine Learning
47-4099.03	1.B.1.e	Enterprising	OI	2.19	11/2023	Machine Learning
47-4099.03	1.B.1.f	Conventional	OI	4.49	11/2023	Machine Learning
47-4099.03	1.B.1.g	First Interest High-Point	IH	1.00	11/2023	Machine Learning
47-4099.03	1.B.1.h	Second Interest High-Point	IH	6.00	11/2023	Machine Learning
47-4099.03	1.B.1.i	Third Interest High-Point	IH	0.00	11/2023	Machine Learning
47-5011.00	1.B.1.a	Realistic	OI	7.00	11/2023	Machine Learning
47-5011.00	1.B.1.b	Investigative	OI	2.54	11/2023	Machine Learning
47-5011.00	1.B.1.c	Artistic	OI	1.00	11/2023	Machine Learning
47-5011.00	1.B.1.d	Social	OI	1.01	11/2023	Machine Learning
47-5011.00	1.B.1.e	Enterprising	OI	1.64	11/2023	Machine Learning
47-5011.00	1.B.1.f	Conventional	OI	3.64	11/2023	Machine Learning
47-5011.00	1.B.1.g	First Interest High-Point	IH	1.00	11/2023	Machine Learning
47-5011.00	1.B.1.h	Second Interest High-Point	IH	6.00	11/2023	Machine Learning
47-5011.00	1.B.1.i	Third Interest High-Point	IH	0.00	11/2023	Machine Learning
47-5012.00	1.B.1.a	Realistic	OI	7.00	11/2023	Machine Learning
47-5012.00	1.B.1.b	Investigative	OI	3.05	11/2023	Machine Learning
47-5012.00	1.B.1.c	Artistic	OI	1.00	11/2023	Machine Learning
47-5012.00	1.B.1.d	Social	OI	1.16	11/2023	Machine Learning
47-5012.00	1.B.1.e	Enterprising	OI	2.20	11/2023	Machine Learning
47-5012.00	1.B.1.f	Conventional	OI	3.78	11/2023	Machine Learning
47-5012.00	1.B.1.g	First Interest High-Point	IH	1.00	11/2023	Machine Learning
47-5012.00	1.B.1.h	Second Interest High-Point	IH	6.00	11/2023	Machine Learning
47-5012.00	1.B.1.i	Third Interest High-Point	IH	0.00	11/2023	Machine Learning
47-5013.00	1.B.1.a	Realistic	OI	7.00	11/2023	Machine Learning
47-5013.00	1.B.1.b	Investigative	OI	2.55	11/2023	Machine Learning
47-5013.00	1.B.1.c	Artistic	OI	1.00	11/2023	Machine Learning
47-5013.00	1.B.1.d	Social	OI	1.17	11/2023	Machine Learning
47-5013.00	1.B.1.e	Enterprising	OI	1.84	11/2023	Machine Learning
47-5013.00	1.B.1.f	Conventional	OI	4.17	11/2023	Machine Learning
47-5013.00	1.B.1.g	First Interest High-Point	IH	1.00	11/2023	Machine Learning
47-5013.00	1.B.1.h	Second Interest High-Point	IH	6.00	11/2023	Machine Learning
47-5013.00	1.B.1.i	Third Interest High-Point	IH	0.00	11/2023	Machine Learning
47-5022.00	1.B.1.a	Realistic	OI	7.00	11/2023	Machine Learning
47-5022.00	1.B.1.b	Investigative	OI	2.40	11/2023	Machine Learning
47-5022.00	1.B.1.c	Artistic	OI	1.00	11/2023	Machine Learning
47-5022.00	1.B.1.d	Social	OI	1.00	11/2023	Machine Learning
47-5022.00	1.B.1.e	Enterprising	OI	1.00	11/2023	Machine Learning
47-5022.00	1.B.1.f	Conventional	OI	3.55	11/2023	Machine Learning
47-5022.00	1.B.1.g	First Interest High-Point	IH	1.00	11/2023	Machine Learning
47-5022.00	1.B.1.h	Second Interest High-Point	IH	6.00	11/2023	Machine Learning
47-5022.00	1.B.1.i	Third Interest High-Point	IH	0.00	11/2023	Machine Learning
47-5023.00	1.B.1.a	Realistic	OI	7.00	11/2023	Machine Learning
47-5023.00	1.B.1.b	Investigative	OI	3.58	11/2023	Machine Learning
47-5023.00	1.B.1.c	Artistic	OI	1.14	11/2023	Machine Learning
47-5023.00	1.B.1.d	Social	OI	1.18	11/2023	Machine Learning
47-5023.00	1.B.1.e	Enterprising	OI	1.70	11/2023	Machine Learning
47-5023.00	1.B.1.f	Conventional	OI	3.69	11/2023	Machine Learning
47-5023.00	1.B.1.g	First Interest High-Point	IH	1.00	11/2023	Machine Learning
47-5023.00	1.B.1.h	Second Interest High-Point	IH	6.00	11/2023	Machine Learning
47-5023.00	1.B.1.i	Third Interest High-Point	IH	2.00	11/2023	Machine Learning
47-5032.00	1.B.1.a	Realistic	OI	6.89	11/2023	Machine Learning
47-5032.00	1.B.1.b	Investigative	OI	3.77	11/2023	Machine Learning
47-5032.00	1.B.1.c	Artistic	OI	1.25	11/2023	Machine Learning
47-5032.00	1.B.1.d	Social	OI	1.30	11/2023	Machine Learning
47-5032.00	1.B.1.e	Enterprising	OI	1.82	11/2023	Machine Learning
47-5032.00	1.B.1.f	Conventional	OI	4.18	11/2023	Machine Learning
47-5032.00	1.B.1.g	First Interest High-Point	IH	1.00	11/2023	Machine Learning
47-5032.00	1.B.1.h	Second Interest High-Point	IH	6.00	11/2023	Machine Learning
47-5032.00	1.B.1.i	Third Interest High-Point	IH	2.00	11/2023	Machine Learning
47-5041.00	1.B.1.a	Realistic	OI	7.00	11/2023	Machine Learning
47-5041.00	1.B.1.b	Investigative	OI	2.47	11/2023	Machine Learning
47-5041.00	1.B.1.c	Artistic	OI	1.00	11/2023	Machine Learning
47-5041.00	1.B.1.d	Social	OI	1.08	11/2023	Machine Learning
47-5041.00	1.B.1.e	Enterprising	OI	1.37	11/2023	Machine Learning
47-5041.00	1.B.1.f	Conventional	OI	3.92	11/2023	Machine Learning
47-5041.00	1.B.1.g	First Interest High-Point	IH	1.00	11/2023	Machine Learning
47-5041.00	1.B.1.h	Second Interest High-Point	IH	6.00	11/2023	Machine Learning
47-5041.00	1.B.1.i	Third Interest High-Point	IH	0.00	11/2023	Machine Learning
47-5043.00	1.B.1.a	Realistic	OI	7.00	11/2023	Machine Learning
47-5043.00	1.B.1.b	Investigative	OI	2.64	11/2023	Machine Learning
47-5043.00	1.B.1.c	Artistic	OI	1.00	11/2023	Machine Learning
47-5043.00	1.B.1.d	Social	OI	1.00	11/2023	Machine Learning
47-5043.00	1.B.1.e	Enterprising	OI	1.02	11/2023	Machine Learning
47-5043.00	1.B.1.f	Conventional	OI	3.47	11/2023	Machine Learning
47-5043.00	1.B.1.g	First Interest High-Point	IH	1.00	11/2023	Machine Learning
47-5043.00	1.B.1.h	Second Interest High-Point	IH	6.00	11/2023	Machine Learning
47-5043.00	1.B.1.i	Third Interest High-Point	IH	0.00	11/2023	Machine Learning
47-5044.00	1.B.1.a	Realistic	OI	7.00	11/2023	Machine Learning
47-5044.00	1.B.1.b	Investigative	OI	2.19	11/2023	Machine Learning
47-5044.00	1.B.1.c	Artistic	OI	1.00	11/2023	Machine Learning
47-5044.00	1.B.1.d	Social	OI	1.00	11/2023	Machine Learning
47-5044.00	1.B.1.e	Enterprising	OI	1.00	11/2023	Machine Learning
47-5044.00	1.B.1.f	Conventional	OI	3.78	11/2023	Machine Learning
47-5044.00	1.B.1.g	First Interest High-Point	IH	1.00	11/2023	Machine Learning
47-5044.00	1.B.1.h	Second Interest High-Point	IH	6.00	11/2023	Machine Learning
47-5044.00	1.B.1.i	Third Interest High-Point	IH	0.00	11/2023	Machine Learning
47-5051.00	1.B.1.a	Realistic	OI	6.96	11/2023	Machine Learning
47-5051.00	1.B.1.b	Investigative	OI	2.08	11/2023	Machine Learning
47-5051.00	1.B.1.c	Artistic	OI	1.75	11/2023	Machine Learning
47-5051.00	1.B.1.d	Social	OI	1.25	11/2023	Machine Learning
47-5051.00	1.B.1.e	Enterprising	OI	1.17	11/2023	Machine Learning
47-5051.00	1.B.1.f	Conventional	OI	3.21	11/2023	Machine Learning
47-5051.00	1.B.1.g	First Interest High-Point	IH	1.00	11/2023	Machine Learning
47-5051.00	1.B.1.h	Second Interest High-Point	IH	6.00	11/2023	Machine Learning
47-5051.00	1.B.1.i	Third Interest High-Point	IH	0.00	11/2023	Machine Learning
47-5071.00	1.B.1.a	Realistic	OI	7.00	11/2023	Machine Learning
47-5071.00	1.B.1.b	Investigative	OI	1.81	11/2023	Machine Learning
47-5071.00	1.B.1.c	Artistic	OI	1.00	11/2023	Machine Learning
47-5071.00	1.B.1.d	Social	OI	1.00	11/2023	Machine Learning
47-5071.00	1.B.1.e	Enterprising	OI	1.00	11/2023	Machine Learning
47-5071.00	1.B.1.f	Conventional	OI	3.71	11/2023	Machine Learning
47-5071.00	1.B.1.g	First Interest High-Point	IH	1.00	11/2023	Machine Learning
47-5071.00	1.B.1.h	Second Interest High-Point	IH	6.00	11/2023	Machine Learning
47-5071.00	1.B.1.i	Third Interest High-Point	IH	0.00	11/2023	Machine Learning
47-5081.00	1.B.1.a	Realistic	OI	7.00	11/2023	Machine Learning
47-5081.00	1.B.1.b	Investigative	OI	2.14	11/2023	Machine Learning
47-5081.00	1.B.1.c	Artistic	OI	1.00	11/2023	Machine Learning
47-5081.00	1.B.1.d	Social	OI	1.77	11/2023	Machine Learning
47-5081.00	1.B.1.e	Enterprising	OI	1.57	11/2023	Machine Learning
47-5081.00	1.B.1.f	Conventional	OI	3.69	11/2023	Machine Learning
47-5081.00	1.B.1.g	First Interest High-Point	IH	1.00	11/2023	Machine Learning
47-5081.00	1.B.1.h	Second Interest High-Point	IH	6.00	11/2023	Machine Learning
47-5081.00	1.B.1.i	Third Interest High-Point	IH	0.00	11/2023	Machine Learning
49-1011.00	1.B.1.a	Realistic	OI	4.46	11/2023	Machine Learning
49-1011.00	1.B.1.b	Investigative	OI	1.88	11/2023	Machine Learning
49-1011.00	1.B.1.c	Artistic	OI	1.00	11/2023	Machine Learning
49-1011.00	1.B.1.d	Social	OI	3.41	11/2023	Machine Learning
49-1011.00	1.B.1.e	Enterprising	OI	5.75	11/2023	Machine Learning
49-1011.00	1.B.1.f	Conventional	OI	4.84	11/2023	Machine Learning
49-1011.00	1.B.1.g	First Interest High-Point	IH	5.00	11/2023	Machine Learning
49-1011.00	1.B.1.h	Second Interest High-Point	IH	6.00	11/2023	Machine Learning
49-1011.00	1.B.1.i	Third Interest High-Point	IH	1.00	11/2023	Machine Learning
49-2011.00	1.B.1.a	Realistic	OI	6.12	11/2023	Machine Learning
49-2011.00	1.B.1.b	Investigative	OI	2.81	11/2023	Machine Learning
49-2011.00	1.B.1.c	Artistic	OI	1.00	11/2023	Machine Learning
49-2011.00	1.B.1.d	Social	OI	1.57	11/2023	Machine Learning
49-2011.00	1.B.1.e	Enterprising	OI	1.57	11/2023	Machine Learning
49-2011.00	1.B.1.f	Conventional	OI	5.36	11/2023	Machine Learning
49-2011.00	1.B.1.g	First Interest High-Point	IH	1.00	11/2023	Machine Learning
49-2011.00	1.B.1.h	Second Interest High-Point	IH	6.00	11/2023	Machine Learning
49-2011.00	1.B.1.i	Third Interest High-Point	IH	0.00	11/2023	Machine Learning
49-2021.00	1.B.1.a	Realistic	OI	6.69	11/2023	Machine Learning
49-2021.00	1.B.1.b	Investigative	OI	3.45	11/2023	Machine Learning
49-2021.00	1.B.1.c	Artistic	OI	1.06	11/2023	Machine Learning
49-2021.00	1.B.1.d	Social	OI	1.37	11/2023	Machine Learning
49-2021.00	1.B.1.e	Enterprising	OI	1.36	11/2023	Machine Learning
49-2021.00	1.B.1.f	Conventional	OI	4.53	11/2023	Machine Learning
49-2021.00	1.B.1.g	First Interest High-Point	IH	1.00	11/2023	Machine Learning
49-2021.00	1.B.1.h	Second Interest High-Point	IH	6.00	11/2023	Machine Learning
49-2021.00	1.B.1.i	Third Interest High-Point	IH	2.00	11/2023	Machine Learning
49-2022.00	1.B.1.a	Realistic	OI	6.49	11/2023	Machine Learning
49-2022.00	1.B.1.b	Investigative	OI	2.42	11/2023	Machine Learning
49-2022.00	1.B.1.c	Artistic	OI	1.00	11/2023	Machine Learning
49-2022.00	1.B.1.d	Social	OI	1.81	11/2023	Machine Learning
49-2022.00	1.B.1.e	Enterprising	OI	1.59	11/2023	Machine Learning
49-2022.00	1.B.1.f	Conventional	OI	4.74	11/2023	Machine Learning
49-2022.00	1.B.1.g	First Interest High-Point	IH	1.00	11/2023	Machine Learning
49-2022.00	1.B.1.h	Second Interest High-Point	IH	6.00	11/2023	Machine Learning
49-2022.00	1.B.1.i	Third Interest High-Point	IH	0.00	11/2023	Machine Learning
49-2091.00	1.B.1.a	Realistic	OI	7.00	11/2023	Machine Learning
49-2091.00	1.B.1.b	Investigative	OI	4.16	11/2023	Machine Learning
49-2091.00	1.B.1.c	Artistic	OI	1.24	11/2023	Machine Learning
49-2091.00	1.B.1.d	Social	OI	1.34	11/2023	Machine Learning
49-2091.00	1.B.1.e	Enterprising	OI	1.00	11/2023	Machine Learning
49-2091.00	1.B.1.f	Conventional	OI	4.69	11/2023	Machine Learning
49-2091.00	1.B.1.g	First Interest High-Point	IH	1.00	11/2023	Machine Learning
49-2091.00	1.B.1.h	Second Interest High-Point	IH	6.00	11/2023	Machine Learning
49-2091.00	1.B.1.i	Third Interest High-Point	IH	2.00	11/2023	Machine Learning
49-2092.00	1.B.1.a	Realistic	OI	7.00	11/2023	Machine Learning
49-2092.00	1.B.1.b	Investigative	OI	2.78	11/2023	Machine Learning
49-2092.00	1.B.1.c	Artistic	OI	1.00	11/2023	Machine Learning
49-2092.00	1.B.1.d	Social	OI	1.14	11/2023	Machine Learning
49-2092.00	1.B.1.e	Enterprising	OI	1.06	11/2023	Machine Learning
49-2092.00	1.B.1.f	Conventional	OI	4.09	11/2023	Machine Learning
49-2092.00	1.B.1.g	First Interest High-Point	IH	1.00	11/2023	Machine Learning
49-2092.00	1.B.1.h	Second Interest High-Point	IH	6.00	11/2023	Machine Learning
49-2092.00	1.B.1.i	Third Interest High-Point	IH	0.00	11/2023	Machine Learning
49-2093.00	1.B.1.a	Realistic	OI	7.00	11/2023	Machine Learning
49-2093.00	1.B.1.b	Investigative	OI	3.37	11/2023	Machine Learning
49-2093.00	1.B.1.c	Artistic	OI	1.00	11/2023	Machine Learning
49-2093.00	1.B.1.d	Social	OI	1.16	11/2023	Machine Learning
49-2093.00	1.B.1.e	Enterprising	OI	1.02	11/2023	Machine Learning
49-2093.00	1.B.1.f	Conventional	OI	4.81	11/2023	Machine Learning
49-2093.00	1.B.1.g	First Interest High-Point	IH	1.00	11/2023	Machine Learning
49-2093.00	1.B.1.h	Second Interest High-Point	IH	6.00	11/2023	Machine Learning
49-2093.00	1.B.1.i	Third Interest High-Point	IH	2.00	11/2023	Machine Learning
49-2094.00	1.B.1.a	Realistic	OI	7.00	11/2023	Machine Learning
49-2094.00	1.B.1.b	Investigative	OI	4.03	11/2023	Machine Learning
49-2094.00	1.B.1.c	Artistic	OI	1.00	11/2023	Machine Learning
49-2094.00	1.B.1.d	Social	OI	1.00	11/2023	Machine Learning
49-2094.00	1.B.1.e	Enterprising	OI	1.11	11/2023	Machine Learning
49-2094.00	1.B.1.f	Conventional	OI	5.34	11/2023	Machine Learning
49-2094.00	1.B.1.g	First Interest High-Point	IH	1.00	11/2023	Machine Learning
49-2094.00	1.B.1.h	Second Interest High-Point	IH	6.00	11/2023	Machine Learning
49-2094.00	1.B.1.i	Third Interest High-Point	IH	2.00	11/2023	Machine Learning
49-2095.00	1.B.1.a	Realistic	OI	7.00	11/2023	Machine Learning
49-2095.00	1.B.1.b	Investigative	OI	3.52	11/2023	Machine Learning
49-2095.00	1.B.1.c	Artistic	OI	1.00	11/2023	Machine Learning
49-2095.00	1.B.1.d	Social	OI	1.07	11/2023	Machine Learning
49-2095.00	1.B.1.e	Enterprising	OI	1.30	11/2023	Machine Learning
49-2095.00	1.B.1.f	Conventional	OI	5.27	11/2023	Machine Learning
49-2095.00	1.B.1.g	First Interest High-Point	IH	1.00	11/2023	Machine Learning
49-2095.00	1.B.1.h	Second Interest High-Point	IH	6.00	11/2023	Machine Learning
49-2095.00	1.B.1.i	Third Interest High-Point	IH	2.00	11/2023	Machine Learning
49-2096.00	1.B.1.a	Realistic	OI	7.00	11/2023	Machine Learning
49-2096.00	1.B.1.b	Investigative	OI	3.54	11/2023	Machine Learning
49-2096.00	1.B.1.c	Artistic	OI	1.00	11/2023	Machine Learning
49-2096.00	1.B.1.d	Social	OI	1.20	11/2023	Machine Learning
49-2096.00	1.B.1.e	Enterprising	OI	1.00	11/2023	Machine Learning
49-2096.00	1.B.1.f	Conventional	OI	4.55	11/2023	Machine Learning
49-2096.00	1.B.1.g	First Interest High-Point	IH	1.00	11/2023	Machine Learning
49-2096.00	1.B.1.h	Second Interest High-Point	IH	6.00	11/2023	Machine Learning
49-2096.00	1.B.1.i	Third Interest High-Point	IH	2.00	11/2023	Machine Learning
49-2097.00	1.B.1.a	Realistic	OI	6.79	11/2023	Machine Learning
49-2097.00	1.B.1.b	Investigative	OI	2.72	11/2023	Machine Learning
49-2097.00	1.B.1.c	Artistic	OI	1.55	11/2023	Machine Learning
49-2097.00	1.B.1.d	Social	OI	1.60	11/2023	Machine Learning
49-2097.00	1.B.1.e	Enterprising	OI	1.12	11/2023	Machine Learning
49-2097.00	1.B.1.f	Conventional	OI	4.76	11/2023	Machine Learning
49-2097.00	1.B.1.g	First Interest High-Point	IH	1.00	11/2023	Machine Learning
49-2097.00	1.B.1.h	Second Interest High-Point	IH	6.00	11/2023	Machine Learning
49-2097.00	1.B.1.i	Third Interest High-Point	IH	0.00	11/2023	Machine Learning
49-2098.00	1.B.1.a	Realistic	OI	6.67	11/2023	Machine Learning
49-2098.00	1.B.1.b	Investigative	OI	3.30	11/2023	Machine Learning
49-2098.00	1.B.1.c	Artistic	OI	1.03	11/2023	Machine Learning
49-2098.00	1.B.1.d	Social	OI	1.39	11/2023	Machine Learning
49-2098.00	1.B.1.e	Enterprising	OI	1.62	11/2023	Machine Learning
49-2098.00	1.B.1.f	Conventional	OI	4.86	11/2023	Machine Learning
49-2098.00	1.B.1.g	First Interest High-Point	IH	1.00	11/2023	Machine Learning
49-2098.00	1.B.1.h	Second Interest High-Point	IH	6.00	11/2023	Machine Learning
49-2098.00	1.B.1.i	Third Interest High-Point	IH	2.00	11/2023	Machine Learning
49-3011.00	1.B.1.a	Realistic	OI	6.85	11/2023	Machine Learning
49-3011.00	1.B.1.b	Investigative	OI	3.74	11/2023	Machine Learning
49-3011.00	1.B.1.c	Artistic	OI	1.00	11/2023	Machine Learning
49-3011.00	1.B.1.d	Social	OI	1.30	11/2023	Machine Learning
49-3011.00	1.B.1.e	Enterprising	OI	1.83	11/2023	Machine Learning
49-3011.00	1.B.1.f	Conventional	OI	4.68	11/2023	Machine Learning
49-3011.00	1.B.1.g	First Interest High-Point	IH	1.00	11/2023	Machine Learning
49-3011.00	1.B.1.h	Second Interest High-Point	IH	6.00	11/2023	Machine Learning
49-3011.00	1.B.1.i	Third Interest High-Point	IH	2.00	11/2023	Machine Learning
49-3021.00	1.B.1.a	Realistic	OI	7.00	11/2023	Machine Learning
49-3021.00	1.B.1.b	Investigative	OI	1.78	11/2023	Machine Learning
49-3021.00	1.B.1.c	Artistic	OI	1.44	11/2023	Machine Learning
49-3021.00	1.B.1.d	Social	OI	1.00	11/2023	Machine Learning
49-3021.00	1.B.1.e	Enterprising	OI	1.38	11/2023	Machine Learning
49-3021.00	1.B.1.f	Conventional	OI	3.43	11/2023	Machine Learning
49-3021.00	1.B.1.g	First Interest High-Point	IH	1.00	11/2023	Machine Learning
49-3021.00	1.B.1.h	Second Interest High-Point	IH	6.00	11/2023	Machine Learning
49-3021.00	1.B.1.i	Third Interest High-Point	IH	0.00	11/2023	Machine Learning
49-3022.00	1.B.1.a	Realistic	OI	7.00	11/2023	Machine Learning
49-3022.00	1.B.1.b	Investigative	OI	2.21	11/2023	Machine Learning
49-3022.00	1.B.1.c	Artistic	OI	1.00	11/2023	Machine Learning
49-3022.00	1.B.1.d	Social	OI	1.25	11/2023	Machine Learning
49-3022.00	1.B.1.e	Enterprising	OI	1.40	11/2023	Machine Learning
49-3022.00	1.B.1.f	Conventional	OI	3.74	11/2023	Machine Learning
49-3022.00	1.B.1.g	First Interest High-Point	IH	1.00	11/2023	Machine Learning
49-3022.00	1.B.1.h	Second Interest High-Point	IH	6.00	11/2023	Machine Learning
49-3022.00	1.B.1.i	Third Interest High-Point	IH	0.00	11/2023	Machine Learning
49-3023.00	1.B.1.a	Realistic	OI	7.00	11/2023	Machine Learning
49-3023.00	1.B.1.b	Investigative	OI	3.57	11/2023	Machine Learning
49-3023.00	1.B.1.c	Artistic	OI	1.00	11/2023	Machine Learning
49-3023.00	1.B.1.d	Social	OI	1.44	11/2023	Machine Learning
49-3023.00	1.B.1.e	Enterprising	OI	1.59	11/2023	Machine Learning
49-3023.00	1.B.1.f	Conventional	OI	4.33	11/2023	Machine Learning
49-3023.00	1.B.1.g	First Interest High-Point	IH	1.00	11/2023	Machine Learning
49-3023.00	1.B.1.h	Second Interest High-Point	IH	6.00	11/2023	Machine Learning
49-3023.00	1.B.1.i	Third Interest High-Point	IH	2.00	11/2023	Machine Learning
49-3031.00	1.B.1.a	Realistic	OI	7.00	11/2023	Machine Learning
49-3031.00	1.B.1.b	Investigative	OI	3.28	11/2023	Machine Learning
49-3031.00	1.B.1.c	Artistic	OI	1.00	11/2023	Machine Learning
49-3031.00	1.B.1.d	Social	OI	1.53	11/2023	Machine Learning
49-3031.00	1.B.1.e	Enterprising	OI	1.30	11/2023	Machine Learning
49-3031.00	1.B.1.f	Conventional	OI	3.73	11/2023	Machine Learning
49-3031.00	1.B.1.g	First Interest High-Point	IH	1.00	11/2023	Machine Learning
49-3031.00	1.B.1.h	Second Interest High-Point	IH	6.00	11/2023	Machine Learning
49-3031.00	1.B.1.i	Third Interest High-Point	IH	2.00	11/2023	Machine Learning
49-3041.00	1.B.1.a	Realistic	OI	7.00	11/2023	Machine Learning
49-3041.00	1.B.1.b	Investigative	OI	3.12	11/2023	Machine Learning
49-3041.00	1.B.1.c	Artistic	OI	1.00	11/2023	Machine Learning
49-3041.00	1.B.1.d	Social	OI	1.35	11/2023	Machine Learning
49-3041.00	1.B.1.e	Enterprising	OI	1.01	11/2023	Machine Learning
49-3041.00	1.B.1.f	Conventional	OI	4.10	11/2023	Machine Learning
49-3041.00	1.B.1.g	First Interest High-Point	IH	1.00	11/2023	Machine Learning
49-3041.00	1.B.1.h	Second Interest High-Point	IH	6.00	11/2023	Machine Learning
49-3041.00	1.B.1.i	Third Interest High-Point	IH	2.00	11/2023	Machine Learning
49-3042.00	1.B.1.a	Realistic	OI	7.00	11/2023	Machine Learning
49-3042.00	1.B.1.b	Investigative	OI	3.55	11/2023	Machine Learning
49-3042.00	1.B.1.c	Artistic	OI	1.00	11/2023	Machine Learning
49-3042.00	1.B.1.d	Social	OI	1.00	11/2023	Machine Learning
49-3042.00	1.B.1.e	Enterprising	OI	1.00	11/2023	Machine Learning
49-3042.00	1.B.1.f	Conventional	OI	4.20	11/2023	Machine Learning
49-3042.00	1.B.1.g	First Interest High-Point	IH	1.00	11/2023	Machine Learning
49-3042.00	1.B.1.h	Second Interest High-Point	IH	6.00	11/2023	Machine Learning
49-3042.00	1.B.1.i	Third Interest High-Point	IH	2.00	11/2023	Machine Learning
49-3043.00	1.B.1.a	Realistic	OI	7.00	11/2023	Machine Learning
49-3043.00	1.B.1.b	Investigative	OI	2.69	11/2023	Machine Learning
49-3043.00	1.B.1.c	Artistic	OI	1.22	11/2023	Machine Learning
49-3043.00	1.B.1.d	Social	OI	1.39	11/2023	Machine Learning
49-3043.00	1.B.1.e	Enterprising	OI	1.24	11/2023	Machine Learning
49-3043.00	1.B.1.f	Conventional	OI	4.17	11/2023	Machine Learning
49-3043.00	1.B.1.g	First Interest High-Point	IH	1.00	11/2023	Machine Learning
49-3043.00	1.B.1.h	Second Interest High-Point	IH	6.00	11/2023	Machine Learning
49-3043.00	1.B.1.i	Third Interest High-Point	IH	0.00	11/2023	Machine Learning
49-3051.00	1.B.1.a	Realistic	OI	7.00	11/2023	Machine Learning
49-3051.00	1.B.1.b	Investigative	OI	2.78	11/2023	Machine Learning
49-3051.00	1.B.1.c	Artistic	OI	1.00	11/2023	Machine Learning
